seed;iteracao_validacao_cruzada;indices;previsoes;f1_score;acuracia_balanceada;auc
5;9;[4, 11, 37, 38, 40, 42, 51, 63, 90, 112, 116, 117, 122, 137, 139, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.6458333333333334
7;0;[2, 9, 38, 44, 46, 52, 64, 70, 95, 103, 108, 109, 130, 133, 135, 142, 153];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.38461538461538464
7;1;[18, 21, 29, 31, 34, 49, 55, 77, 79, 100, 120, 129, 140, 151, 159, 164, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.6730769230769231
7;2;[32, 33, 56, 58, 60, 69, 71, 74, 78, 80, 86, 89, 93, 94, 99, 114, 143];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.4666666666666667
7;3;[11, 17, 22, 25, 26, 30, 39, 43, 54, 110, 119, 126, 134, 137, 141, 145, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7
7;4;[7, 10, 16, 19, 28, 47, 48, 61, 62, 81, 116, 117, 122, 128, 131, 149, 152];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.4833333333333333
7;5;[0, 14, 40, 45, 53, 59, 73, 75, 82, 112, 115, 123, 124, 147, 154, 163, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7000000000000001
7;6;[3, 4, 23, 42, 50, 51, 57, 63, 76, 83, 84, 91, 102, 111, 132, 155, 162];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.8333333333333334
7;7;[6, 12, 20, 65, 67, 68, 85, 87, 92, 98, 106, 118, 144, 146, 148, 156, 161];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.3833333333333333
7;8;[1, 5, 8, 13, 24, 41, 90, 101, 104, 105, 113, 125, 127, 136, 139, 158, 160];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6833333333333333
7;9;[15, 27, 35, 36, 37, 66, 72, 88, 96, 97, 107, 121, 138, 150, 157, 165];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.5208333333333334
13;0;[8, 10, 32, 46, 50, 71, 75, 92, 103, 105, 107, 113, 127, 128, 131, 137, 160];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.7692307692307692
13;1;[3, 11, 18, 19, 20, 48, 69, 78, 89, 116, 121, 124, 125, 133, 134, 159, 165];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.7307692307692308
13;2;[14, 17, 22, 35, 45, 51, 52, 66, 70, 80, 87, 96, 115, 123, 135, 140, 151];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7833333333333333
13;3;[27, 33, 41, 47, 49, 77, 86, 91, 101, 104, 109, 111, 120, 147, 154, 157, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.8
13;4;[0, 4, 21, 30, 37, 39, 55, 64, 76, 82, 94, 99, 112, 136, 138, 146, 156];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7000000000000001
13;5;[5, 15, 16, 25, 28, 34, 40, 43, 56, 65, 68, 72, 97, 108, 141, 150, 153];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5666666666666667
13;6;[7, 9, 13, 38, 63, 84, 85, 88, 100, 102, 118, 139, 144, 148, 164, 166, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6666666666666666
13;7;[1, 2, 29, 31, 42, 44, 58, 59, 62, 73, 74, 95, 106, 110, 119, 122, 130];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6333333333333333
13;8;[24, 26, 36, 53, 57, 79, 81, 83, 98, 129, 145, 149, 152, 155, 158, 162, 163];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.21666666666666665
13;9;[6, 12, 23, 54, 60, 61, 67, 90, 93, 114, 117, 126, 132, 142, 143, 161];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.08333333333333333
27;0;[9, 12, 16, 20, 29, 64, 69, 70, 76, 97, 100, 101, 111, 128, 141, 144, 151];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.6346153846153846
27;1;[31, 37, 52, 57, 61, 89, 95, 103, 107, 126, 134, 152, 155, 156, 158, 160, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.28846153846153844
27;2;[15, 18, 38, 47, 53, 60, 81, 84, 85, 87, 96, 99, 116, 132, 140, 159, 165];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6000000000000001
27;3;[7, 13, 14, 33, 36, 42, 51, 58, 68, 79, 98, 113, 120, 142, 145, 147, 157];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6333333333333333
27;4;[24, 25, 30, 80, 83, 86, 93, 104, 117, 118, 119, 121, 130, 138, 161, 164, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6166666666666666
27;5;[6, 19, 21, 23, 34, 41, 46, 67, 74, 82, 91, 115, 122, 139, 149, 150, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.26666666666666666
27;6;[5, 8, 39, 43, 45, 65, 71, 72, 73, 102, 129, 131, 133, 135, 136, 143, 154];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5833333333333334
27;7;[0, 17, 55, 56, 59, 62, 66, 75, 92, 105, 108, 112, 124, 125, 127, 146, 148];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.85
27;8;[11, 22, 26, 27, 28, 35, 48, 50, 54, 63, 77, 78, 88, 94, 110, 114, 123];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7500000000000001
27;9;[1, 2, 3, 4, 10, 32, 40, 44, 49, 90, 106, 109, 137, 153, 162, 163];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.5416666666666666
35;0;[15, 19, 22, 34, 39, 45, 49, 51, 53, 55, 78, 90, 116, 118, 129, 132, 152];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.5961538461538461
35;1;[4, 6, 9, 10, 12, 26, 75, 79, 85, 98, 104, 109, 131, 133, 140, 155, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.6153846153846154
35;2;[5, 7, 17, 41, 52, 60, 68, 69, 71, 77, 87, 97, 110, 112, 127, 163, 164];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Defaults', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.6;0.8
35;3;[13, 21, 27, 43, 47, 48, 61, 64, 73, 74, 101, 111, 123, 128, 142, 160, 161];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.4333333333333333
35;4;[11, 25, 59, 62, 63, 65, 67, 76, 86, 89, 102, 119, 125, 134, 146, 150, 165];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.3333333333333333
35;5;[20, 24, 33, 35, 80, 83, 88, 99, 115, 122, 126, 147, 148, 154, 158, 159, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5833333333333333
35;6;[1, 8, 16, 18, 28, 32, 46, 57, 84, 93, 94, 95, 105, 114, 117, 135, 157];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.9166666666666666
35;7;[14, 23, 36, 37, 54, 70, 72, 81, 92, 103, 107, 121, 124, 130, 141, 144, 153];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.3
35;8;[0, 2, 29, 31, 42, 50, 56, 58, 66, 82, 96, 106, 120, 136, 139, 156, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.4333333333333333
35;9;[3, 30, 38, 40, 44, 91, 100, 108, 113, 137, 138, 143, 145, 149, 151, 162];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.6041666666666666
42;0;[5, 11, 17, 21, 26, 41, 52, 61, 64, 78, 93, 97, 103, 119, 121, 137, 141];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.5192307692307693
42;1;[0, 16, 31, 42, 44, 55, 69, 90, 95, 99, 106, 139, 142, 155, 158, 160, 165];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.5384615384615384
42;2;[12, 27, 37, 38, 48, 53, 57, 68, 71, 74, 75, 88, 128, 133, 134, 154, 157];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.75
42;3;[1, 2, 3, 6, 28, 32, 40, 59, 65, 67, 79, 98, 100, 101, 111, 117, 120];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5833333333333333
42;4;[13, 14, 22, 24, 54, 76, 108, 109, 113, 118, 124, 127, 130, 138, 148, 159, 167];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.85
42;5;[9, 29, 43, 50, 51, 56, 62, 63, 70, 72, 80, 85, 126, 131, 143, 161, 162];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.5
42;6;[23, 47, 49, 73, 77, 83, 86, 87, 94, 96, 104, 110, 115, 125, 149, 150, 152];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.7833333333333333
42;7;[4, 8, 18, 34, 36, 46, 91, 102, 107, 116, 122, 136, 140, 146, 151, 153, 166];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.4333333333333333
42;8;[7, 10, 20, 30, 33, 35, 39, 84, 89, 105, 132, 135, 144, 145, 163, 164, 168];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8275862068965517;0.5;0.6
42;9;[15, 19, 25, 45, 58, 60, 66, 81, 82, 92, 112, 114, 123, 129, 147, 156];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8571428571428571;0.5;0.4791666666666667
66;0;[1, 7, 8, 18, 27, 31, 49, 61, 64, 77, 92, 93, 102, 122, 125, 130, 131];['Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning', 'Tuning'];0.8666666666666667;0.5;0.75
