File,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_fun_evals,ela_meta.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_fun_evals,ela_distr.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_level.costs_fun_evals,ela_level.costs_runtime,Class
1121_badges2,0.483873653027506,0.632581953382965,0.011379479632036,0.0127002652524141,1.11606731266162,0.659237633580269,0.49913280273115,21.9290933375098,0.790032471895513,0,0.0500000000010914,1.03318530533616,-0.866736919695721,7.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.709999999999127,Tuning
1167_pc1_req,0.416851113767092,0.478056589706311,0.0021925746093674,0.0025357951066461,1.15653765934002,0.588413690769666,0.425522008102203,5.30874812727389,0.649696593099721,0,0.0599999999994907,-0.552296774955509,-0.095715460266502,61.0,0.0,0.0,0.105133333333333,0.118433333333333,0.104733333333333,0.887700534759358,1.00381922342457,1.13080840229153,0.1042,0.0890666666666667,0.0794666666666667,1.16991017964072,1.31124161073825,1.12080536912752,0.117333333333333,0.0847333333333333,0.064,1.38473642800944,1.83333333333333,1.32395833333333,0,185.720000000001,Defaults
13_breast-cancer,0.287348538538025,0.510039777137044,0.0011690019552772,0.0018002182228307,1.53996168672261,0.486737816831795,0.302415276717406,1.39895531341597,0.591131465431122,0,0.0299999999988358,nan,nan,nan,nan,nan,0.0768333333333333,0.0768333333333333,0.0768333333333333,1.0,1.0,1.0,0.142633333333333,0.124466666666667,0.117466666666667,1.14595607927156,1.21424517593644,1.05959137343927,0.1144,0.0549,0.0284,2.08378870673953,4.02816901408451,1.9330985915493,0,185.139999999999,Tuning
14_mfeat-fourier,0.694053761372647,0.375573991221415,0.0052120111444619,0.0263078937353134,5.04755132061966,0.731553161796016,0.699546182827105,4.07814692218123,0.779290275832023,0,0.0100000000002183,0.450651391986628,-1.38304440446445,18.0,0.0,0.0299999999988358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.176,0.178,0.172866666666667,0.98876404494382,1.01812572310066,1.02969533359044,0,61.1700000000055,Tuning
1442_MegaWatt1,0.248893079619723,0.512241526527289,0.0013538921976822,0.0015168974895382,1.12039754135152,0.396241945867633,0.269106411092426,10.5036024791387,0.523977457974397,0,0.069999999999709,nan,nan,nan,nan,nan,0.0964666666666667,0.0964666666666667,0.0592666666666667,1.0,1.62767154105737,1.62767154105737,0.0964666666666667,0.0964666666666667,0.0585,1.0,1.64900284900285,1.64900284900285,0.0964666666666667,0.0964666666666667,0.0598333333333333,1.0,1.61225626740947,1.61225626740947,0,185.580000000002,Tuning
1443_PizzaCutter1,0.387600200383593,0.522030548439656,0.0015032707803958,0.0026756957628361,1.77991603224778,0.512119830094915,0.462086767864188,1.24646562718167,0.711234129059429,0,0.0500000000010914,2.21648825164309,4.71551484207023,80.0,0.0,0.0100000000020373,0.0203333333333333,0.0203333333333333,0.0203333333333333,1.0,1.0,1.0,0.0203333333333333,0.0203333333333333,0.0203333333333333,1.0,1.0,1.0,0.0203333333333333,0.0203333333333333,0.0203333333333333,1.0,1.0,1.0,0,184.629999999997,Tuning
1444_PizzaCutter3,0.241588686999862,0.511279156572528,0.000813787868398,0.0014165208408019,1.74065121367606,0.325818248191736,0.313718227275896,1.21998713034649,0.56785507789223,0,0.0399999999990541,nan,nan,nan,nan,nan,0.0416333333333333,0.0416333333333333,0.0416333333333333,1.0,1.0,1.0,0.0416333333333333,0.0416333333333333,0.0416333333333333,1.0,1.0,1.0,0.0416333333333333,0.0416333333333333,0.0416333333333333,1.0,1.0,1.0,0,182.389999999999,Tuning
1446_CostaMadre1,0.240278816488344,0.511513202542783,0.0009794740143934,0.0015057243618608,1.53727851860713,0.347242669442824,0.29475737293369,1.6055006117724,0.534565879054146,0,0.0300000000006548,nan,nan,nan,nan,nan,0.0325333333333333,0.0325333333333333,0.0325333333333333,1.0,1.0,1.0,0.0325333333333333,0.0325333333333333,0.0325333333333333,1.0,1.0,1.0,0.0325333333333333,0.0325333333333333,0.0325333333333333,1.0,1.0,1.0,0,185.689999999995,Tuning
1447_CastMetal1,0.18889227469026,0.506619085490188,0.0005845160148979,0.0009141574026042,1.56395612661515,0.276643066805759,0.241390032219917,1.95744284419994,0.444464944678958,0,0.0399999999990541,nan,nan,nan,nan,nan,0.0571,0.0571,0.0571,1.0,1.0,1.0,0.0571,0.0571,0.0571,1.0,1.0,1.0,0.0571,0.0571,0.0571,1.0,1.0,1.0,0,186.109999999993,Tuning
1451_PieChart1,0.354332521752799,0.52172983046047,0.0013266584415481,0.0026260393286379,1.97943890182731,0.454810748101579,0.450835931342331,1.42666772916143,0.70374824510449,0,0.0300000000006548,2.29649779589266,4.85769198431696,95.0,0.0,0.0,0.0208,0.0208,0.0208,1.0,1.0,1.0,0.0208,0.0208,0.0208,1.0,1.0,1.0,0.0208,0.0208,0.0208,1.0,1.0,1.0,0,185.360000000001,Tuning
1452_PieChart2,0.0877265149712014,0.502406161310283,0.0002304189663258,0.0003480008603189,1.51029607444257,0.132702854441022,0.113404101796194,2.5638894887543,0.22323345961455,0,0.0499999999992724,nan,nan,nan,nan,nan,0.0870333333333333,0.109833333333333,0.0928666666666667,0.792412746585736,0.937185929648241,1.1826992103374,0.123433333333333,0.134766666666667,0.1333,0.915904031659659,0.925981495373843,1.01100275068767,0.123433333333333,0.134766666666667,0.135,0.915904031659659,0.914320987654321,0.998271604938272,0,182.709999999999,Tuning
1453_PieChart3,0.239211994253585,0.511179720917231,0.0008099823838475,0.0014040215260462,1.73339760721326,0.324992467698889,0.308270434229956,1.19939504733715,0.560318282510184,0,0.0300000000006548,nan,nan,nan,nan,nan,0.0410666666666667,0.0410666666666667,0.0410666666666667,1.0,1.0,1.0,0.0410666666666667,0.0410666666666667,0.0410666666666667,1.0,1.0,1.0,0.0410666666666667,0.0410666666666667,0.0410666666666667,1.0,1.0,1.0,0,184.860000000001,Tuning
1455_acute-inflammations,0.540498106361938,0.704643366058432,0.0074259590394383,0.0184997422273733,2.49122599910981,0.606438065794229,0.672350921983412,6.03110775753041,0.843417583483214,0,0.0400000000008731,0.350245960238375,-1.81158262621738,9.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.75,Defaults
1456_appendicitis,0.407459295538648,0.552329268212263,0.0042552295022636,0.0054534664030152,1.28159160395794,0.569366204811521,0.433514107813347,3.29191148420399,0.719723213048078,0,0.0399999999990541,1.41224732734576,0.317155423162305,74.0,0.0,0.0,0.0061,0.0061,0.0061,1.0,1.0,1.0,0.0061,0.0061,0.0061,1.0,1.0,1.0,0.0061,0.0061,0.0061,1.0,1.0,1.0,0,186.640000000007,Defaults
1459_artificial-characters,0.483379711375593,0.250177514885764,0.0070901322908846,0.0139264612273468,1.96420329776517,0.572762155021068,0.641434097894398,40.58853557257,0.869050558352303,0,0.0299999999988358,0.834631587913913,-1.00152990370172,22.0,0.0,0.0199999999967986,0.0015333333333333,0.0010333333333333,0.0015333333333333,1.48387096774194,1.0,0.673913043478261,0.0015333333333333,0.0010333333333333,0.0015333333333333,1.48387096774194,1.0,0.673913043478261,0.162133333333333,0.125166666666667,0.0484666666666667,1.29533954727031,3.34525447042641,2.58253094910591,0,184.659999999996,Tuning
1460_banana,0.354948481156767,0.648928318459676,0.0039158105414179,0.0111079179998381,2.83668422727516,0.362727302805087,0.674289628964874,4.94722335849768,0.828293610986103,0,0.069999999999709,0.483302598033245,-1.58815907724786,13.0,0.0,0.0100000000020373,0.0051666666666666,0.0047,0.0051666666666666,1.09929078014184,1.0,0.909677419354839,0.0051666666666666,0.0047,0.0051666666666666,1.09929078014184,1.0,0.909677419354839,0.178933333333333,0.1329,0.0575666666666667,1.34637572109355,3.10828025477707,2.30862767805443,0,185.200000000004,Tuning
1462_banknote-authentication,0.520088627774134,0.722710838452836,0.0093537959614025,0.0171429220768825,1.832723543214,0.59394588071504,0.691331451187727,2.70221388897895,0.844442870062655,0,0.0300000000006548,0.19976707319247,-1.88864807601739,6.0,0.0,0.0100000000020373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.186533333333333,0.120866666666667,0.041,1.54329840044126,4.54959349593496,2.9479674796748,0,62.0900000000038,Tuning
1463_blogger,0.227779238261427,0.481285054132998,0.0013782138238963,0.0018122887834544,1.31495472765678,0.276637197935662,0.229183874661949,3.34519873141072,0.308488399019333,0,0.0300000000006548,-0.169362253223542,1.8231325680186,58.0,0.0,0.0199999999967986,0.0763666666666667,0.0763666666666667,0.0763666666666667,1.0,1.0,1.0,0.208166666666667,0.202166666666667,0.192533333333333,1.02967848309975,1.08119806094183,1.05003462603878,0.1325,0.127733333333333,0.1131,1.03731732776618,1.17152961980548,1.12938402593575,0,184.470000000001,Defaults
1464_blood-transfusion-service-center,0.148767137625416,0.5101451383796,0.0010463514720265,0.001053089549953,1.00643959329795,0.223593657235359,0.31914492676228,19.2221154162947,0.544257024116491,0,0.0500000000010914,1.94881223246382,3.79723235918055,124.0,0.0,0.0,0.0769,0.0632666666666667,0.0563333333333333,1.21548998946259,1.36508875739645,1.12307692307692,0.0683333333333333,0.0415,0.0299666666666667,1.64658634538153,2.28031145717464,1.38487208008899,0.0683333333333333,0.0415,0.0325333333333333,1.64658634538153,2.10040983606557,1.27561475409836,0,181.420000000006,Tuning
1465_breast-tissue,0.454491405266015,0.227732783683045,0.0028574521349173,0.0047951525766501,1.67812174981152,0.545034825449707,0.475776988123149,4.13760095414331,0.655006755778454,0,0.0399999999990541,1.17731248188901,0.34821570882798,25.0,0.0,0.0100000000020373,0.0021,0.0021,0.0021,1.0,1.0,1.0,0.0021,0.0021,0.0021,1.0,1.0,1.0,0.1225,0.1224,0.1239,1.00081699346405,0.988700564971751,0.987893462469734,0,207.200000000004,Defaults
1466_cardiotocography,0.530041627750203,0.345788829316995,0.0205805627966585,0.0242588751598711,1.1787274915441,0.706501395796564,0.538246780293904,2.74904883977831,0.823037220668162,0,0.0400000000008731,1.02657240063147,-0.838996579843648,6.0,0.0,0.0199999999967986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1393,0.1203,0.0710666666666667,1.15793848711554,1.96013133208255,1.69277673545966,0,127.669999999998,Tuning
1468_cnae-9,0.525970553773694,0.261390309909309,0.0115796969045706,0.0183702657150365,1.58642025490198,0.723039522261475,0.581296378724534,8.82731027583402,0.849419643372923,0,0.0399999999990541,1.7261238516143,1.3503930600036,12.0,0.0,0.0,0.0720333333333333,0.0487333333333333,0.0509333333333333,1.4781121751026,1.41426701570681,0.956806282722513,0.107366666666667,0.105266666666667,0.1138,1.01994933502217,0.943468072642062,0.925014645577036,0.0962,0.0964333333333333,0.0921666666666667,0.997580366401659,1.04376130198915,1.04629294755877,0,569.959999999999,Tuning
1473_fertility,0.0861936399746331,0.506096746194762,0.0005572769805923,0.0008036745954299,1.44214568951988,0.123429683321125,0.124395488021189,1.41373132259913,0.249236391207012,0,0.0299999999988358,nan,nan,nan,nan,nan,0.0305333333333333,0.0305333333333333,0.0305333333333333,1.0,1.0,1.0,0.181633333333333,0.174766666666667,0.1658,1.03929048254816,1.09549658222758,1.05408122235625,0.181633333333333,0.174766666666667,0.168133333333333,1.03929048254816,1.08029341792228,1.03945281522601,0,490.519999999997,Tuning
1475_first-order-theorem-proving,0.522590521362899,0.237677308397676,0.0023682393995142,0.006840386825744,2.88838485971778,0.586911436496793,0.665557684677333,25.2014425812133,0.884491934535728,0,0.0500000000010914,0.893095100667016,-0.758706900854278,26.0,0.0,0.0,0.0044,0.0044,0.0044,1.0,1.0,1.0,0.0044,0.0044,0.0044,1.0,1.0,1.0,0.121533333333333,0.108266666666667,0.0665333333333333,1.12253694581281,1.82665330661323,1.62725450901804,0,503.790000000001,Tuning
1479_hill-valley,0.765200052146323,0.558943347352436,0.0012634691203638,0.0064666726257602,5.11818810727877,0.773794237507482,0.928668185961845,2.34470467449221,0.949527672872302,0,0.0299999999988358,0.865237487750949,-0.663703126832726,16.0,0.0,0.0,0.100566666666667,0.1,0.100433333333333,1.00566666666667,1.00132758048457,0.995685363425158,0.202333333333333,0.198333333333333,0.179033333333333,1.02016806722689,1.13014336250233,1.10780115434742,0.109733333333333,0.107866666666667,0.0838,1.01730531520396,1.30946698488465,1.28719172633254,0,509.950000000004,Tuning
1480_ilpd,0.20857221802544,0.512495373917984,0.0004323531757205,0.0014707443150099,3.40171969954658,0.233658456430642,0.358736316910005,2.85674425128662,0.554678290151761,0,0.0499999999992724,nan,nan,nan,nan,nan,0.0494333333333333,0.0494333333333333,0.0494333333333333,1.0,1.0,1.0,0.0494333333333333,0.0494333333333333,0.0494333333333333,1.0,1.0,1.0,0.0494333333333333,0.0494333333333333,0.0494333333333333,1.0,1.0,1.0,0,503.629999999997,Tuning
1484_lsvt,0.395174237520074,0.546761242605575,0.0048804753799512,0.0061544694387664,1.26103892748823,0.599961337530534,0.432521732048927,6.65060650194153,0.719101669820026,0,0.0400000000008731,nan,nan,nan,nan,nan,6.66666666666667e-05,nan,nan,nan,nan,nan,6.66666666666667e-05,nan,nan,nan,nan,nan,6.66666666666667e-05,nan,nan,nan,nan,nan,0,239.840000000004,Tuning
1487_ozone-level-8hr,0.308335239045548,0.521348774875889,0.002213971159524,0.002663395085453,1.20299448075266,0.472239273210193,0.336235925953412,3.86418361476001,0.633990943853532,0,0.0299999999988358,nan,nan,nan,nan,nan,0.0002333333333333,0.0002333333333333,0.0002333333333333,1.0,1.0,1.0,0.0002333333333333,0.0002333333333333,0.0002333333333333,1.0,1.0,1.0,0.0002333333333333,0.0002333333333333,0.0002333333333333,1.0,1.0,1.0,0,459.349999999999,Tuning
1488_parkinsons,0.437274430847517,0.574134502514333,0.0060753234280653,0.0078311372537163,1.28900746543631,0.600001929144988,0.470931754509586,2.77242693589587,0.770152523247947,0,0.0100000000002183,1.40633036428781,0.326601615999978,71.0,0.0,0.0100000000020373,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,1.68000000000029,Tuning
1489_phoneme,0.48548312394542,0.614502311807632,0.0038678336696601,0.0098401697353248,2.54410364450585,0.537407416527869,0.664379053494643,6.34525200974273,0.835611691365953,0,0.0100000000002183,0.625179040114587,-1.29432261560785,29.0,0.0,0.0,0.0001,nan,nan,nan,nan,nan,0.0001,nan,nan,nan,nan,nan,0.152266666666667,0.1281,0.0690333333333333,1.18865469685142,2.20569773056494,1.85562530178658,0,275.590000000004,Tuning
1490_planning-relax,0.0919388694911165,0.496439980912816,0.0002988973646169,0.0004748039837135,1.58851846794337,0.130172489438117,0.118172930728687,1.10332273770766,0.233005466202396,0,0.0400000000008731,nan,nan,nan,nan,nan,0.104466666666667,0.0475333333333333,0.0506,2.19775596072931,2.06455862977602,0.939393939393939,0.114166666666667,0.0529666666666667,0.0510333333333333,2.15544367526746,2.23709993468321,1.03788373612018,0.114166666666667,0.0529666666666667,0.0503333333333333,2.15544367526746,2.2682119205298,1.0523178807947,0,501.620000000003,Defaults
